Text,Group,Region,Dimension,Type,Theme,Priority
ELZ Working Group: Development of a tool for population management,3,F,PA,Facilitator,Tools,0
User-friendly dashboard with sufficient relevant data (e.g. for ELZ action plans),3,F,PA,Facilitator,Tools,0
Tools - where to find what (for everyone),3,F,PA,Barrier,Tools,0
GGZ pilot projects funded on the basis of a population-based approach,3,F,PA,Facilitator,Precursors,0
Basic EBP offer already available,3,F,PA,Facilitator,Precursors,0
"Neighbourhood-oriented care, preventive and curative care",3,F,PA,Facilitator,Precursors,0
ELZ support from the regional level to develop this further,3,F,PA,Facilitator,Precursors,0
Population management will be built into ELZs as a permanent value after covid19,3,F,PA,Facilitator,Precursors,0
Start-up CCP (chronic care projects),3,F,PA,Facilitator,Precursors,0
Role for the regional care zone? Connecting,3,F,PA,Facilitator,Precursors,0
Neighbourhood teams,3,F,PA,Facilitator,Precursors,0
Data sharing: access,3,F,DI,Barrier,Access to data,2
Lack of clarity of the Quality Law: excluding care providers,3,F,DI,Barrier,Access to data,1
Lack of clarity/uniformity of informed consent,3,F,DI,Barrier,Access to data,1
Not for every professional group in the first line,3,F,DI,Barrier,Access to data,1
Not everyone works digitally (e.g. older population),3,F,DI,Barrier,Digital gap,1
Digibeten: health care providers with little/no knowledge of IT/digital applications,3,F,DI,Barrier,Digital gap,1
Unprecedented for patients -> communication from authorities???,3,F,DI,Barrier,Digital gap,1
Limited knowledge and know-how of care and welfare professionals regarding digitalisation,3,F,DI,Barrier,Digital gap,1
Imput of the patient and or his/her carer(s),3,F,DI,Barrier,Digital gap,1
Whitelist e.g. BelRAI platform,3,F,DI,Facilitator,Multiplicity of Platforms/Rules/Structure,5
Central platforms that work well,3,F,DI,Facilitator,Multiplicity of Platforms/Rules/Structure,5
Cooperation between different platforms in different lines is a necessity,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
A multitude of systems that require a continuous search for a workable way of dealing with them (can't see the wood for the trees),3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Different platforms for patients to consult data,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
No software systems to support integrated care,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Different platforms next to each other that do not or insufficiently communicate with each other,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Alignment of systems,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Platforms that are not aligned with each other,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Too many different digital platforms (= not integrated),3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Motivation for software vendors to ensure interoperability? (commercially not interesting enough?),3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
"Different platforms, each with their own infrastructure/operating mechanisms",3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Multiple systems per healthcare provider that are often incompatible,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
Which platform will be chosen and who will decide?,3,F,DI,Barrier,Multiplicity of Platforms/Rules/Structure,5
High-performance multi-/ interdisciplinary file with the necessary integration to mono-disciplinary software,3,F,DI,Facilitator,Data sharing,1
Interdisciplinary communication tool,3,F,DI,Facilitator,Data sharing,1
Connection between e.g. EPDs (hospitals) and GP practices or other care professionals,3,F,DI,Barrier,Data sharing,0
Electronic patient records not always compatible with each other,3,F,DI,Barrier,Data sharing,0
"Bottleneck: patient files are still often incomplete, but even when they are complete, they are often not read by specialists, so that patients still have to tell their story over and over again",3,F,DI,Barrier,Data sharing,0
Development in progress,3,F,DI,Facilitator,Delays,0
Roadmap e-santé,3,F,DI,Facilitator,Delays,0
"Keeping the field warm through delays, problems",3,F,DI,Barrier,Delays,0
"A lot in the future, but delay",3,F,DI,Barrier,Delays,0
Chaos in ICT country with second line (hospitals) lagging behind,3,F,DI,Barrier,Delays,0
Mandatory labelling criteria linked to financial incentives,3,F,DI,Facilitator,Incentives,0
nsufficient financial incentives to do it right,3,F,DI,Barrier,Incentives,0
Use of international criteria to enable international comparative research,3,F,DI,Facilitator,Research/monitoring,0
Absence of dashboards e.g. for efficient use,3,F,DI,Barrier,,0
Framework and financing care-coordination and case management,3,F,PC,Facilitator,Adjusted funding,0
Rational use of MDO,3,F,PC,Facilitator,Adjusted funding,0
MDO funding,3,F,PC,Facilitator,Adjusted funding,0
No funding for coordinating role,3,F,PC,Barrier,Adjusted funding,0
Funding of certain professions within 1st line (cfr. Occupational Therapy),3,F,PC,Barrier,Adjusted funding,0
More MDO funding needed,3,F,PC,Barrier,Adjusted funding,0
MDO is important but much too much is expected,3,F,PC,Barrier,Adjusted funding,0
Federal level: a lot of time wasted due to inadequate language knowledge,3,F,PC,Barrier,Government structure,2
Grey zone' between Flemish and federal: problems in the field!,3,F,PC,Barrier,Government structure,2
"Lack of clarity, rules of the game change, difficult to move forward and dare to take steps",3,F,PC,Barrier,Government structure,2
"Despite state reform, chaos remains: single-line psychologists must bill through hospitals",3,F,PC,Barrier,Government structure,2
Fundamentally different visions between the different parts of the country create destructive compromises,3,F,PC,Barrier,Government structure,2
Inter-cabinet issues,3,F,PC,Barrier,Government structure,2
Incongruence between federal networks (hospitals) and regional ones (ELZ),3,F,PC,Barrier,Government structure,2
Everyone feels the importance of multidisciplinary consultation. There is motivation to include it,3,F,PC,Facilitator,Cooperation,5
COVID was able to demonstrate added value of cooperation and coordination,3,F,PC,Facilitator,Cooperation,5
Positive evolution interprofessional cooperation,3,F,PC,Facilitator,Cooperation,5
"More focus on MDO, interdisciplinary cooperation, transmural cooperation from ELZ (strengthen staff in function of this)",3,F,PC,Facilitator,Cooperation,5
Working group in first-line zone on MDO,3,F,PC,Facilitator,Cooperation,5
Care councils in first line with all professions are a strength,3,F,PC,Facilitator,Cooperation,5
Transmural knowledge of each other: more nourished care paths,3,F,PC,Facilitator,Cooperation,5
Expertises shared within transmural cooperation,3,F,PC,Facilitator,Cooperation,5
Knowledge of contents of different professions,3,F,PC,Barrier,Cooperation,5
Fragmentation of care: getting different lines together,3,F,PC,Barrier,Cooperation,5
Cooperation of first-line care services and others (family assistance - family assistance - ...) - making arrangements with medical specialties,3,F,PC,Barrier,Cooperation,5
Care trajectories that run from the hospital to the first line and vice versa (see Diabetes type 2) - currently little cooperation between the hospital and the family doctor / double circuit,3,F,PC,Barrier,Cooperation,5
Cooperation across lines,3,F,PC,Barrier,Cooperation,5
Social map is a difficult process ,3,F,PC,Barrier,Cooperation,5
Care and welfare often mismatched in patient care,3,F,PC,Barrier,Cooperation,5
COVID: boost digital consultations,3,F,PC,Facilitator,Digital Cooperation,0
The inperformance of the ICT system is blocking a lot,3,F,PC,Barrier,Digital Cooperation,0
Evaluation of the processes by involving patients (associations),3,F,PC,Facilitator,Patient orientation,0
"Involve PZON, MZ",3,F,PC,Barrier,Patient orientation,0
"Entanglement of initiatives that patients are not aware of what is happening, get insight into the next steps",3,F,PC,Barrier,Patient orientation,0
Mapping the needs of the client and his context ==> matching support needs medical and psychosocial + CONTEXT,3,F,PC,Barrier,Patient orientation,0
ZP3: casemanager,3,F,PC,Facilitator,Shared vision and clear roles,2
Lord save us from the pilot projects of all kinds but give us policy decisions,3,F,PC,Facilitator,Shared vision and clear roles,2
"To connect, two coordinators are needed, one from ELZ and one from the institutions",3,F,PC,Facilitator,Shared vision and clear roles,2
Adapting hospital networks to first line zones,3,F,PC,Facilitator,Shared vision and clear roles,2
Transparent communication and clear objectives,3,F,PC,Facilitator,Shared vision and clear roles,2
Give ELZ more structural and financial possibilities,3,F,PC,Facilitator,Shared vision and clear roles,2
Development of regional care zone from which support/facilitation of process coordination can be shaped with sufficient feeling for the regional/local situation,3,F,PC,Facilitator,Shared vision and clear roles,2
Mandatory registration of healthcare providers in the ELZ where they work,3,F,PC,Facilitator,Shared vision and clear roles,2
What about psychosocial aspects? cfr living / working / recreation / education? no attention for this within care = => care is more than care...,3,F,PC,Barrier,Shared vision and clear roles,3
Terms are used that take on different meanings depending on the setting,3,F,PC,Barrier,Shared vision and clear roles,2
MDT cooperation on a basic level - not yet sufficient for complex care needs,3,F,PC,Barrier,Shared vision and clear roles,2
Transmural continuity: lack of framework in function of GDPR (what can we communicate with whom?),3,F,PC,Barrier,Shared vision and clear roles,2
Different views between first and second line,3,F,PC,Barrier,Shared vision and clear roles,2
"Case manager for complex care situations, but many risks are not identified or are identified late",3,F,PC,Barrier,Shared vision and clear roles,2
"Disease-focused approach, little cross-sectional",3,F,PC,Barrier,Shared vision and clear roles,2
Case-manager: after all this time still no clarity ... who / what / where / when,3,F,PC,Barrier,Shared vision and clear roles,2
"No/insufficient filling in of regional care zone (loss of expertise and lack of support with regard to ELZ, including process coordination)",3,F,PC,Barrier,Shared vision and clear roles,2
"Actors: fear of change, difficulty in letting go of the familiar",3,F,PC,Barrier,Conservation spirit,0
"Now start working with pioneers/early adapters, are not very numerous",3,F,PC,Barrier,Conservation spirit,0
Many pilot projects looking at how it could be,3,F,PC,Facilitator,Change management / Innovation,1
Care pathways,3,F,PC,Facilitator,Change management / Innovation,1
CCP start-up,3,F,PC,Facilitator,Change management / Innovation,1
Too many initiatives in different areas - no coordination,3,F,PC,Barrier,Change management / Innovation,4
Too many pilot projects that never lead to structural embedding,3,F,PC,Barrier,Change management / Innovation,1
"Timeline needed, timing what is possible to connect all stories, coming together of all initiatives",3,F,PC,Barrier,Change management / Innovation,1
I-ehr = Integrated health record 1 file,4,F,PA,Facilitator,Digital tools/support,0
Fihr = coding/standardisation of data structure,4,F,PA,Facilitator,Digital tools/support,0
Available databases such as Intego,4,F,PA,Facilitator,Digital tools/support,0
Lack of dashboards to take data-driven actions from an environmental analysis,4,F,PA,Barrier,Digital tools/support,0
Architecture of Belgian ICT (incompatible systems),4,F,PA,Barrier,Digital tools/support,0
GDPR,4,F,PA,Barrier,GDPR,0
Rigid patient consent,4,F,PA,Barrier,GDPR,0
"Data from mutual insurance companies cannot be passed on just like that, GDPR-wise, even if we want to GDPR makes personalised approach almost impossible",4,F,PA,Barrier,GDPR,0
No uniform data standards,4,F,PA,Barrier,Game rules / preconditions,0
Data quality must improve,4,F,PA,Barrier,Game rules / preconditions,0
Only in regions with enthusiasts?,4,F,PA,Barrier,Game rules / preconditions,0
Raising the level of knowledge of data analysis,4,F,PA,Facilitator,Competences,0
Mutualities with data and support knowledge and expertise,4,F,PA,Facilitator,Competences,0
"If you want to do this with quality, this requires solid skills",4,F,PA,Barrier,Competences,0
Health in all policies broader than health care alone,4,F,PA,Facilitator,Global vision / plan of approach,0
Change management in the field + support,4,F,PA,Facilitator,Global vision / plan of approach,0
The presence of a broad project that is committed to the quintuple aim and is supported by all the authorities,4,F,PA,Facilitator,Global vision / plan of approach,0
Policy choices VIVEL and VAG,4,F,PA,Facilitator,Global vision / plan of approach,0
More attention to prevention and well-being,4,F,PA,Facilitator,Global vision / plan of approach,0
Integrated care is given many names and in many fragmented projects,4,F,PA,Barrier,Global vision / plan of approach,0
A multitude of small pilot projects that are actually unsustainable,4,F,PA,Barrier,Global vision / plan of approach,0
Ideologising and politicising differences of opinion that could be resolved pragmatically and constructively,4,F,PA,Barrier,Global vision / plan of approach,0
"Fragmented missions: care council, local government, care providers, chronic care projects",4,F,PA,Barrier,Global vision / plan of approach,0
Dogmatic adherence to the model of 'liberal medicine' in people in positions of power,4,F,PA,Barrier,Global vision / plan of approach,0
"Budget psychological care covers about 15% of the needs and networks/ELZ can choose to whom they give budget, which is actually not fair because depending on where you live you get funding or not",4,F,PA,Barrier,Global vision / plan of approach,0
Identification for smaller projects,4,F,PA,Barrier,Global vision / plan of approach,0
Keep focus to avoid too large data dump,4,F,PA,Barrier,Global vision / plan of approach,0
One language for all care providers,4,F,PA,Facilitator,Cooperation,0
"In addition to academic research, support and coaching of day-to-day practices in projects",4,F,PA,Facilitator,Cooperation,0
In every ELZ the wheel is reinvented,4,F,PA,Barrier,Cooperation,0
Lack of teamwork on a regional scale,4,F,PA,Barrier,Cooperation,0
Which regions with the most vulnerable need?,4,F,PA,Facilitator,Vulnerable groups,0
Promote health literacy,4,F,PA,Facilitator,Vulnerable groups,0
"Focus: choosing ""which target group"". Not everything at once",4,F,PA,Facilitator,Vulnerable groups,0
There is a strong government commitment to this approach,4,F,PA,Facilitator,Distribution of powers,0
"All authorities (federal, Flemish, local) must support one approach together",4,F,PA,Facilitator,Distribution of powers,0
Primary health care zones are Flemish and mental health care networks are federal while there is too little coordination at government level,4,F,PA,Barrier,Distribution of powers,0
Primary care teams or neighbourhood teams that organise neighbourhood-oriented care together,4,F,PA,Facilitator,Precursors,0
Neighbourhood teams within an ELZ doing joint data management and thus also building a quality culture,4,F,PA,Facilitator,Precursors,0
Include patients at neighbourhood level and take actions to do so,4,F,PA,Facilitator,Precursors,0
Budget to community teams according to cappuccino model,4,F,PA,Facilitator,Precursors,0
ELZ in Flanders,4,F,PA,Facilitator,Precursors,0
The demand for looking at the ELZ level is strong and offers opportunities,4,F,PA,Facilitator,Development of structures,0
Further developing of networks and empower them,4,F,PA,Facilitator,Development of structures,0
The regions are divided differently for different actors,4,F,PA,Barrier,Development of structures,0
"Lack of a loco-regional plan. One plan for the region, and all noses in the same direction",4,F,PA,Barrier,Development of structures,0
"Overlap between regional zones, reference regions and hospital networks",4,F,PA,Barrier,Development of structures,0
Bundled payment,4,F,FF,Facilitator,Funding logic,0
Evidence-based funding,4,F,FF,Facilitator,Funding logic,0
Structural funding for an integrator in each region,4,F,FF,Facilitator,Funding logic,0
Funding as a tool for integrated care,4,F,FF,Facilitator,Funding logic,0
Funding as an instrument for quality improvement,4,F,FF,Facilitator,Funding logic,0
Population funding at neighbourhood level: in ZZL we have the cappuccino model = payment of a neighbourhood team,4,F,FF,Facilitator,Funding logic,0
Payment by performance as the main model,4,F,FF,Barrier,Funding logic,0
Performance-based financing inhibits the motivation of healthcare providers,4,F,FF,Barrier,Funding logic,0
Project-based funding,4,F,FF,Barrier,Funding logic,0
No nomenclature for innovative care acts,4,F,FF,Barrier,Funding logic,0
The one who monitors quality (Flemish government) is different to the one who finances (federal government for a hospital),4,F,FF,Barrier,Funding logic,0
"Performance funding ""hourly bill""",4,F,FF,Barrier,Funding logic,0
"For ten years, everything has remained project-funded and therefore vulnerable",4,F,FF,Barrier,Funding logic,0
Project-based funding with insufficient guarantees to structural funding,4,F,FF,Barrier,Funding logic,0
Primary care networks or neighbourhood teams as drivers of change,4,F,FF,Facilitator,(In)sufficient funding,0
Limited funding for ELZ coordination,4,F,FF,Barrier,(In)sufficient funding,0
Carrying capacity ELZ zones,4,F,FF,Barrier,(In)sufficient funding,0
Funding as an instrument for saving,4,F,FF,Barrier,(In)sufficient funding,0
Poor support for ELZs,4,F,FF,Barrier,(In)sufficient funding,0
What can an ELZ handle?,4,F,FF,Barrier,(In)sufficient funding,0
Insufficient funding of structural support first line,4,F,FF,Barrier,(In)sufficient funding,0
"Global underfunding, savings",4,F,FF,Barrier,(In)sufficient funding,0
"Complexity and requirements increase, insufficient funding, but extra time needed for admin and applications",4,F,FF,Barrier,(In)sufficient funding,0
State reform?,4,F,FF,Facilitator,Distribution of powers,0
State structure Flemish vs federal,4,F,FF,Barrier,Distribution of powers,0
"Successive state reforms, state structure",4,F,FF,Barrier,Distribution of powers,0
First we look at how to start the change process within one health profession,4,F,FF,Facilitator,Vested interests,0
Shifting tasks also means nibbling away at allowances and then all the shields go up immediately,4,F,FF,Barrier,Vested interests,0
Positions of power in Belgian mental health services block changes,4,F,FF,Barrier,Vested interests,0
Professional groups and lobby groups that are given a lot of room to stand in the way of innovation,4,F,FF,Barrier,Vested interests,0
"No basic reflection yet, often resistance already due to conflict of interest",4,F,FF,Barrier,Vested interests,0
Corporatist attitude of many representatives of professional groups so that they do not perceive 'win-win' situations,4,F,FF,Barrier,Vested interests,0
"The personal share for the client is not coherent, e.g. a mobile team is free and an ambulant call is paying, and the day hospital is very cheap with medication and meals included",4,F,FF,Barrier,User's share,0
Imbalance hospital-first line,4,F,FF,Barrier,Imbalance first/second line,0
Imbalance,4,F,FF,Barrier,Imbalance first/second line,0
Covid has very modestly demonstrated the great potential of population health management,4,F,FF,Facilitator,Incentives,0
How to create a mix of flat-rate and performance-based funding that contains sufficient incentives,4,F,FF,Facilitator,Incentives,0
Double guarantees. Safe changing and shifting of tasks and budgets assumes a number of guarantees,4,F,FF,Facilitator,Incentives,0
First look at how to start the change process within one health profession,4,F,IM,Facilitator,Shared vision,0
The vision is already there on policy level,4,F,IM,Facilitator,Shared vision,0
More attention to the importance of transmural approach,4,F,IM,Facilitator,Shared vision,0
Belief among partners to work on integrated care and related innovation,4,F,IM,Facilitator,Shared vision,0
"Accreditation creates overload because it requires things additional to the essence and content, systems must support essence and content",4,F,IM,Barrier,Shared vision,0
Government does not sufficiently graft on the professionals in the field,4,F,IM,Barrier,Shared vision,0
Federal-Flemish,4,F,IM,Barrier,Shared vision,0
"Belgian approach (compromise, no choices, bottlenecks remain unsolved, problems drag on, stagnation)",4,F,IM,Barrier,Shared vision,0
Too many small projects instead of one vision and future plan,4,F,IM,Barrier,Shared vision,0
"Public procurement interferes with local plans/objectives, difficult to graft multiannual policy onto it",4,F,IM,Barrier,Shared vision,0
"Healthcare is very compartmentalised, so an extra layer of cooperation is needed and that needs preconditions that are currently lacking, as well as frameworks",4,F,IM,Barrier,Shared vision,0
Any plans to move to one integrated file system,4,F,IM,Facilitator,Preconditions,0
No room for experimentation in legislation,4,F,IM,Barrier,Preconditions,0
Preconditions and room for experimentation within the law is lacking,4,F,IM,Barrier,Preconditions,0
"Change takes time, investment, wages, but there must be sufficient time",4,F,IM,Barrier,Preconditions,0
Legal barriers between the various care professions,4,F,IM,Barrier,Preconditions,0
The preconditions were not discussed sufficiently in advance,4,F,IM,Barrier,Preconditions,0
Administration and evaluation that chronic care projects must do to be allowed to innovate,4,F,IM,Barrier,Preconditions,0
Digital infrastructure not compatible between different partners,4,F,IM,Barrier,Digital tools/support,0
Lack of dashboards to do proper self-assessment,4,F,IM,Barrier,Digital tools/support,0
ICT structure makes integration of care almost impossible,4,F,IM,Barrier,Digital tools/support,0
Precondition: data sharing in integrated care projects is missing,4,F,IM,Barrier,Digital tools/support,0
Lack of a single digital structure to work within,4,F,IM,Barrier,Digital tools/support,0
Funding is outdated and main brake on innovation,4,F,IM,Barrier,Funding,0
Hundreds of temporarily funded projects,4,F,IM,Barrier,Funding,0
No nomenclature to reimburse primary care physician for home hospitalisation cooperation (within onco@home),4,F,IM,Barrier,Funding,0
First-line networks or neighbourhood teams working together in a multidisciplinary way on innovative actions,4,F,IM,Facilitator,Cooperation,0
COVID has made something possible,4,F,IM,Facilitator,Cooperation,0
Transmural care programmes in which agreements are made between first-line teams and second-line teams,4,F,IM,Facilitator,Cooperation,0
What about regions that did not tender for chronic care?,4,F,IM,Barrier,Cooperation,0
Innovative long-term plan with subprojects/steps,4,F,IM,Facilitator,"Shortness of breath, long term vision",0
Making choices: which target group and determining a growth path in a locoregional plan,4,F,IM,Facilitator,"Shortness of breath, long term vision",0
"Reinventing the wheel, ELZ could exchange experience protocols",4,F,IM,Barrier,"Shortness of breath, long term vision",0
The fear of imposing essentials from the government,4,F,IM,Barrier,"Shortness of breath, long term vision",0
"Too much is expected from one project, needs time, needs to build up",4,F,IM,Barrier,"Shortness of breath, long term vision",0
Pilot projects have too short a duration (often 5 years = too short for integrated care),4,F,IM,Barrier,"Shortness of breath, long term vision",0
Expectations too high after 1st test,4,F,IM,Barrier,"Shortness of breath, long term vision",0
Knowledge sharing and good practices,4,F,IM,Facilitator,Learning network,0
Lean and innovation seeping through from industry,4,F,IM,Facilitator,Learning network,0
Research framework / supporter of academic circles,4,F,IM,Facilitator,Learning network,0
Clear KPIs and agreements on follow-up in the event of success,4,F,IM,Facilitator,Clear guidance on quality,0
An integrator is essential to bring about change and to install a quality culture in a sustainable way,4,F,IM,Facilitator,Clear guidance on quality,0
(Solid) innovation as a quality indicator,4,F,IM,Facilitator,Clear guidance on quality,0
"Without quality culture, no sustainable innovation",4,F,IM,Barrier,Clear guidance on quality,0
Increasing staff competence on the work floor,4,F,IM,Facilitator,Competences,0
Stimulate innovative mindset,4,F,IM,Facilitator,Competences,0
Burning platform,4,F,IM,Facilitator,Competences,0
"War on talent, maximising staff deployment",4,F,IM,Barrier,Competences,0
"Quintuple aim, but in humans language",5,F,CE,Facilitator,Communication,1
Targeted care: increasing attention,5,F,CE,Facilitator,Communication,1
Zorg Esperanto: needs-based and goal-oriented communication,5,F,CE,Facilitator,Communication,1
Lack of adapted communication,5,F,CE,Barrier,Communication,1
Equity: some people do not understand our language,5,F,CE,Barrier,Communication,1
Not speaking the same language,5,F,CE,Barrier,Communication,1
The spiritual needs are not included in questionnaires such as BelRAI,5,F,CE,Barrier,Communication,1
"Strong professional vision on ZR and EMP, from basic education and shared across actors",5,F,CE,Facilitator,Competence of caregivers and patients,1
Attention for pzone in the health care sector through research project currently being conducted by VIVEL,5,F,CE,Facilitator,Competence of caregivers and patients,1
100% commitment to health literacy,5,F,CE,Facilitator,Competence of caregivers and patients,2
peer-to-peer support E.g. inloophuis/ client agency (thus waregem),5,F,CE,Facilitator,Competence of caregivers and patients,1
"Often instrumental interpretation of ""self-direction"" and ""empowerment""",5,F,CE,Barrier,Competence of caregivers and patients,1
Not everyone is capable-focus on patient competence development,5,F,CE,Barrier,Competence of caregivers and patients,1
Spiritual questions are often slow questions that need to be read between the lines and that the caretaker is not always able to indicate himself,5,F,CE,Barrier,Competence of caregivers and patients,1
Need for training and competence development of patients and caregivers,5,F,CE,Barrier,Competence of caregivers and patients,1
"Lack of professional competences (listening skills/ cross-training or cross-organisation, i.e. critical thinking)",5,F,CE,Barrier,Competence of caregivers and patients,1
A change in mentality is needed among healthcare providers and patients: not everyone is on board with this approach (need for culture change),5,F,CE,Barrier,Competence of caregivers and patients,1
"Working with very vulnerable people (e.g. people with dementia and informal carers) requires time and trust, step by step to take on that role, as well as expertise from ZV",5,F,CE,Barrier,Competence of caregivers and patients,1
Digital care and support plan (implementation?),5,F,CE,Facilitator,Digital tools,1
e-health plan: technically enabling the patient to view and add to it: + additional need for communication plan,5,F,CE,Facilitator,Digital tools,1
Delivering targeted work via tools such as speranto or target finder,5,F,CE,Facilitator,Digital tools,3
Development of a digital care and support plan,5,F,CE,Facilitator,Digital tools,1
"Too different software, not tuned",5,F,CE,Barrier,Digital tools,2
Medical file is not a work tool for the caregiver,5,F,CE,Barrier,Digital tools,1
Privacy problems among patients clients,5,F,CE,Barrier,Digital tools,1
"New organisation model idd, interprofessional networks around neighbourhoods <= > existing fragmentation (see barrier)",5,F,CE,Facilitator,Current policy,0
"Absence of a sound policy to achieve real participation (mobility, reimbursement, hybrid, cross-border",5,F,CE,Barrier,Current policy,0
"Good preconditions for patient participation (funding, training, strong patient associations)",5,F,CE,Barrier,Current policy,0
"Taking control is difficult in a complex, fragmented system",5,F,CE,Barrier,Current policy,0
Home care still undervalued,5,F,CE,Barrier,Current policy,0
Many different regulations: e.g. leave systems for informal care are a tangle and different authorities,5,F,CE,Barrier,Current policy,0
The fragmented system in itself works against empowerment sectorally but also how health care providers organise themselves,5,F,CE,Barrier,Current policy,1
Instrumental interpretation of patient participation: 'inclusion in advisory boards' <=> real participation,5,F,CE,Barrier,Cooperation,0
Lack of a cross-organisational ombudsman service/central point for reporting complaints at patient level,5,F,CE,Barrier,Cooperation,0
"Involving patient organisations in the decision-making process (partly implemented, could be strengthened)",5,F,CE,Facilitator,Cooperation,0
"Personalised funding: not suitable for everyone and every situation, beware of over-generalisation",5,F,CE,Facilitator,Funding,0
Health literacy projects (King Baudouin Foundation) may make a difference,5,F,CE,Facilitator,Precursors,0
Training in goal-oriented care involving patient and informal carers,5,F,CE,Facilitator,Precursors,0
Daring to jump into new things and daring to work together,5,F,CE,Barrier,Precursors,0
Difference in mentality between generations,5,F,CE,Barrier,Attitude of caregivers,0
Lack of time by healthcare professionals to discuss options,5,F,CE,Barrier,Attitude of caregivers,0
Lack of Flemish-Federal coordination,5,F,PC,Barrier,State structure/regulations,2
"Regulatory obstacles (e.g. ""does informal care fall under federal or flemish competence"", e.g. ""let's talk about home replacement settings within federal context instead of residential care)",5,F,PC,Barrier,State structure/regulations,2
Ever-changing regional divisions make cooperation difficult,5,F,PC,Barrier,State structure/regulations,2
Government should not constantly change the rules of the game,5,F,PC,Barrier,State structure/regulations,2
Fragmented system makes care coordination a 'mission impossible'; there are too many possible collaborations,5,F,PC,Barrier,State structure/regulations,2
Access to digital tools (care professions!),5,F,PC,Barrier,Digital cooperation,1
No shared digital file in the first line and between lines,5,F,PC,Barrier,Digital cooperation,1
ICT insufficient,5,F,PC,Barrier,Digital cooperation,1
The lack of a shared patient/client file and a database with all the professional contact details of all care and welfare partners e.g. email addresses and telephone numbers. In addition GDPR also makes it complex as you need to work out formal channels for sharing data.,5,F,PC,Barrier,Digital cooperation,1
Digital tools as a means not an end in themselves (e.g. Zipster),5,F,PC,Facilitator,Digital cooperation,1
There are already recognised structures. e.g.: MDO funding (certain conditions) in the Länder --> needs to be strengthened,5,F,PC,Facilitator,Funding,0
No funding for co-ordination role (could be a leverage in the future),5,F,PC,Barrier,Funding,0
Current reimbursement system for MD is too limited,5,F,PC,Barrier,Funding,0
TIME and more TIME investment,5,F,PC,Barrier,Funding,0
Possible opportunities for new care coordination model,5,F,PC,Facilitator,Shared vision,0
"Integrative working is too complex to realise all the time, is ideal image",5,F,PC,Barrier,Shared vision,0
"The language/vision ""subject to, maintained and revised in accordance with the standards"" - where is there room for reflection and improvement here?",5,F,PC,Barrier,Shared vision,0
"""Strategies for multidisciplinary teamwork"" are not enough, system and structural change is needed",5,F,PC,Barrier,Shared vision,1
"Disease-oriented approach, little cross-sectional",5,F,PC,Barrier,Shared vision,0
How can we identify the right needs for which the processes need to be developed?,5,F,PC,Barrier,Shared vision,0
Holistic thinking is difficult,5,F,PC,Barrier,Shared vision,0
Time for interaction between healthcare professionals,5,F,PC,Facilitator,Cooperation,3
Good personal contacts lead to good cooperation,5,F,PC,Facilitator,Cooperation,5
Developing care paths that cross hospital boundaries,5,F,PC,Facilitator,Cooperation,3
Cooperation between first and second line regarding spiritual care,5,F,PC,Facilitator,Cooperation,3
"Attention to referrals between the 1st, 2nd and 3rd line",5,F,PC,Facilitator,Cooperation,3
CULTURE of cooperation is missing,5,F,PC,Facilitator,Cooperation,3
"(Flexible) interprofessional networks around neighbourhoods help reduce the number of actors that need to be coordinated between them <=> coordinate ""cooperation of everyone with everyone""",5,F,PC,Facilitator,Cooperation,3
"as a condition of recognizing expertise for rare diseases, also give the responsibility to share knowledge",5,F,PC,Facilitator,Cooperation,3
"ELZ and care levels (getting to know each other better, hospital with optional seat in care council opening up communication between 1st and 2nd line)",5,F,PC,Facilitator,Cooperation,3
Caring neighbourhoods give the opportunity to get to know each other better,5,F,PC,Facilitator,Cooperation,3
For rare disease very important to know who has the right expertise and give them a responsibility,5,F,PC,Facilitator,Cooperation,3
"There are already collaborative care pathways, but this is at the disease level",5,F,PC,Facilitator,Cooperation,3
Involving spiritual caregivers in the drafting of certain care pathways,5,F,PC,Facilitator,Cooperation,3
Finding the best validated expertise for rare diseases,5,F,PC,Facilitator,Cooperation,3
Care pathways,5,F,PC,Facilitator,Cooperation,3
Care programmes,5,F,PC,Facilitator,Cooperation,3
Efforts made by many health care providers to get to know each other (e.g. phone call instead of short messages),5,F,PC,Facilitator,Cooperation,3
BelRAI is not used in a multidisciplinary way,5,F,PC,Barrier,Cooperation,3
Multidisciplinary teamwork according to ICF model makes no room for spiritual dimension,5,F,PC,Barrier,Cooperation,3
Insufficient time for care coordination and consultation,5,F,PC,Barrier,Cooperation,4
Lack of structural MDO,5,F,PC,Barrier,Cooperation,3
